OBJECTID,CALCACREAG,PARNO,MAPNUMBER,MAP_PARCEL,CNTRL_NO,TYPE_,APPLICATIO,PROJECT_NA,ST_ADD,RESULTS,ZONING_FRO,ZONING_TO,HOUSING_UN,CCACTDATE,CC_ACTION,PC_ACTION,PCACTDATE,ARCACTDATE,ARC_ACTION,AGE_RESTRI,AGE_REST_2,FINALAPPRO,DATEOFAPPL,INLOS,ENTEREDDT,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,PLANNER,RESIDENTIAL,STF_RCMNDTNS,FINALACTIONDATE,DATECERTPH,EBUILD_LINK,SHAPESTArea,SHAPESTLength
156,61.61999512,,,0460000001560,460000001560,Site Plan,SP-07-05,Plantation Market Place,SW corner of the intersec of Cedar Rd Cahoon Pkwy,Plan for general retail dev on approx 2.24 ac zoned PUD,PUD,PUD,0,,NA,NA,,2007/03/29 00:00:00+00,D,0,0,Denied,,N,,,,JVUTUROBRADY,2023/12/22 14:09:30+00,,NO,,2007/03/29 00:00:00+00,,,2684166.98758233,14522.6211399186
161,3.44074754,12,0090000,0090000000120,90000000120,Subdivision,S(V)-09-56,Kings Pointe at Western Branch,N side of Gum Rd W of Intersec of Portsmouth Blvd,A variance to allow a reduction to the minimum centerline deflection radius,R-15s , R-MF-1,0,,,A,2009/09/09 00:00:00+00,,,0,0,Approved,,N,2009/07/20 00:00:00+00,,,JVUTUROBRADY,2023/12/22 14:09:31+00,,NO,A,2009/09/09 00:00:00+00,,,3439336.14306731,11823.3229754531
163,32.69746265,8,0106009,0106009000080,106009000080,Use Permit,UP-09-20,Paradocks East Coast Grille,4300 Portsmouth Blvd,Permit to allow the sale of alcohol past midnight,B-2,B-2,0,2009/10/20 00:00:00+00,D,A,2009/09/09 00:00:00+00,,,0,0,Denied,,N,2009/07/22 00:00:00+00,,,JVUTUROBRADY,2023/12/22 14:09:31+00,,NO,AS,2009/10/20 00:00:00+00,,,1424301.47312236,6649.71523347979
167,2.96162087,88B,0370000,0370000000882,370000000882,PUD,GB(M)-09-01,Park View Condominiums,Greenbrier Rd,Modification to the dev criteria to change the timing of cash pymt of proffers,PUD,PUD,0,,,,,,,0,0,Withdrawn,,N,2009/07/22 00:00:00+00,,,JVUTUROBRADY,2023/12/22 14:09:31+00,,NO,W,,,,129008.205154626,2231.95967270906
168,3.54384284,93,0380000,0380000000930,380000000930,Use Permit,UP-09-19,Christian Embassy Int'l Church,1204 Centerville Turnpike N,Permit to reconstruct a church on 3.53 ac with height exception,A-1,A-1,0,,,,,,,0,0,Withdrawn,,N,2009/07/22 00:00:00+00,,,JVUTUROBRADY,2023/12/22 14:09:31+00,,NO,W,,,,154369.794210827,1726.42437126537
169,5.0402907,136,0590000,0590000001360,590000001360,Subdivision,S(V)-09-51,Subdvn on Washington Drive,700 Washington Drive,Variance to allow reduced lot frontage,R-15s A-1,R-15s A-1,0,,,A,2009/09/09 00:00:00+00,,,0,0,Approved,,N,2009/07/20 00:00:00+00,,,JVUTUROBRADY,2023/12/22 14:09:31+00,,NO,AS,2009/09/09 00:00:00+00,,,219555.063094373,2098.84627216849
172,1.57369142,233,0600000,0600000002330,600000002330,Rezoning,R(C)-06-05R,Monarch Center,Greenbrier Rd,Modify proffer number 1 pertaining professional offices,B-1,B-1,0,2009/10/20 00:00:00+00,A,A,2009/09/09 00:00:00+00,,,0,0,Approved,,N,2009/07/22 00:00:00+00,,,JVUTUROBRADY,2023/12/22 14:09:31+00,,NO,AP,2009/10/20 00:00:00+00,,,170565.963245216,2179.10053703874
174,12.03944541,45,0280000,0280000000450,280000000450,Subdivision,S-09-45,River Birch Run aka Waterford,Both sides of proposed extnsion to River Birch Run,Plan for a 2 lot subdvn zoned R-MF-1,R-MF-1,R-MF-1,0,,,,,2009/09/03 00:00:00+00,A,0,0,Approved,,Y,2009/07/15 00:00:00+00,,,JVUTUROBRADY,2022/06/29 15:31:45+00,,YES,,2009/09/03 00:00:00+00,,,524438.242024453,3261.35632409295
175,22.50559393,4A,0750000,0750000000041,750000000041,Subdivision,S(V)-09-42,Land of Promise Acres,S side of Land of Promise Rd 2100ft West ,Variance from sec 70 89 to allow frontage of 102ft not 424ft,R-15s A-1,R-15s A-1,0,,NA,D,2009/08/12 00:00:00+00,,,0,0,Denied,,N,2009/06/22 00:00:00+00,,,JVUTUROBRADY,2023/12/22 14:09:31+00,,NO,D,2009/08/12 00:00:00+00,,,1076753.57846435,4929.22390393539
177,758.87085402,5,1090000,1090000000050,1090000000050,Site Plan,SP-09-01,Northwest River Day Camp,1733 Indian Creek Rd,Permit to allow relief from paving requirement in zoning ordinance ,,,0,,NA,NA,,2009/06/16 00:00:00+00,W,0,0,Withdrawn,,N,2009/06/22 00:00:00+00,,,JVUTUROBRADY,2023/12/22 14:09:31+00,,NO,,2009/06/16 00:00:00+00,,,33056414.4011687,31783.3016772118
178,1.07704941,4,0601001,0601001000040,601001000040,Rezoning,R-09-08,Anderson Office Property,716 Battlefield Blvd South,Zoning reclassification of 1 ac from R-10s to O & I,R-10s,O & I,0,,,,,,NA,0,0,Withdrawn,,N,2009/06/22 00:00:00+00,,,JVUTUROBRADY,2023/12/22 14:09:31+00,,NO,,,,,46916.272217577,950.8094874399
179,0.30333028,9,0480000,0480000000090,480000000090,Use Permit,UP-09-17,Mt Pleasant Veterinary Clinic,209 Mt Pleasant Rd,Permit to allow expansion of existing vet clinic,O & I,O & I,0,2010/03/16 00:00:00+00,A,A,2010/02/10 00:00:00+00,,NA,0,0,Approved,,N,2009/06/22 00:00:00+00,,,JVUTUROBRADY,2023/12/22 14:09:31+00,,NO,AS,2010/03/16 00:00:00+00,,,29981.4904704426,759.020785338311
181,0.22068989,8,0365003,0365003000080,365003000080,PUD,GB(D)-09-02,224 Thrasher Road,224 Thrasher Road,Deviation from Development criteria of PUD to allow 3ft side yard,PUD,PUD,0,,,A,2009/08/12 00:00:00+00,,NA,0,0,Approved,12/07/2009,N,2009/06/22 00:00:00+00,,,JVUTUROBRADY,2023/12/22 14:09:31+00,,NO,A,2009/08/12 00:00:00+00,,,9613.25166553288,412.588391242552
186,19.96941209,54,0500000,0500000000540,500000000540,Rezoning,R(C)-09-05,Colonial Tree Care Relocation,1756 Mt Pleasant Road,Zoning reclassification of 1.7 ac of 18.412 ac from R-15s to A-1,R-15s,A-1,0,2009/08/18 00:00:00+00,A,A,2009/07/08 00:00:00+00,,NA,0,0,Approved,,N,2009/05/26 00:00:00+00,,,JVUTUROBRADY,2023/12/22 14:09:31+00,,NO,AP,2009/08/18 00:00:00+00,,,869867.590808234,4959.08462243075
187,0.40706233,7A,0254012,0254012000071,254012000071,Use Permit,UP-09-15,New Genesis Worship Center ,3017 South Military Hwy,Permit to allow a church on a .40 ac parcel,B-2,B-2,0,,,,,,NA,0,0,Withdrawn,,N,2009/05/26 00:00:00+00,,,JVUTUROBRADY,2023/12/22 14:09:32+00,,NO,,,,,17731.6351506258,555.99698194238
188,3.81013698,95C,0610000,0610000000953,610000000953,Rezoning,R(C)-04-15R,Centerville Contractors Office,1030 Centerville Turnpike South,Zoning reclassification to amend proffers of previous rezoning,O & I,O & I,0,2010/01/12 00:00:00+00,A,D,2009/09/09 00:00:00+00,,NA,0,0,Approved,,N,2009/05/26 00:00:00+00,,,JVUTUROBRADY,2023/12/22 14:09:32+00,,NO,AP,2010/01/12 00:00:00+00,,,165969.56694082,1833.12849879369
190,233.63696953,1,0450000,0450000000010,450000000010,Use Permit,UP-09-16,Deep Creek Park,437 Geo Washington Hwy South,Permit to allow ballfield lights in park,R-15 A-1,R-15 A-1,0,2009/09/15 00:00:00+00,A,A,2009/08/12 00:00:00+00,,NA,0,0,Approved,,N,2009/06/22 00:00:00+00,,,JVUTUROBRADY,2023/12/22 14:09:32+00,,NO,AS,2009/09/15 00:00:00+00,,,10177226.3927224,16570.7708164089
191,3.74057385,113,0360000,0360000001130,360000001130,Use Permit,UP-09-18,Open Arms Childcare,740 Great Bridge Blvd,Permit to allow a child day care on site,AC,AC,0,2009/09/15 00:00:00+00,A,A,2009/08/12 00:00:00+00,,NA,0,0,Approved,,N,2009/06/22 00:00:00+00,,,JVUTUROBRADY,2023/12/22 14:09:32+00,,NO,AS,2009/09/15 00:00:00+00,,,162939.396843872,2019.88223594326
193,34.54220316,125,0090000,0090000001250,90000001250,Rezoning,R(C)-09-02,Kings Pointe at Western Branch,N side of Gum Rd 625 ft NW of Gum and Portsmouth,Zoning reclassification of 52.75 ac from R-15s to R-MF-1 for 430 condo units,R-15s,R-MF-1,0,2009/08/18 00:00:00+00,A,A,2009/08/12 00:00:00+00,,NA,0,0,Approved,,N,2009/03/24 00:00:00+00,,,JVUTUROBRADY,2023/12/22 14:09:32+00,,NO,AP,2009/08/18 00:00:00+00,,,3438558.91011449,11809.7819438607
195,3.29093367,,,0450000001050,450000001050,Subdivision,S-03-86,Wilmington Square,West side of Cedar Rd 300 ft from MillvilleRd,Plan for 7 single family lots,R-15s,R-15s,7,,NA,NA,,2003/09/12 00:00:00+00,A,0,0,Approved,07/01/2003,Y,,,,JVUTUROBRADY,2022/06/29 15:31:45+00,,YES,,2003/09/12 00:00:00+00,,,143353.070517294,1504.49531000677
199,103.61705742,12,0740000,0740000000120,740000000120,Use Permit,UP-08-14,Verizon Mono Etheridge Manor,1407 Old Centerville Turnpike,Permit to allow a 145 ft monopole comm tower on 0.362ac,A-1,A-1,0,2008/08/19 00:00:00+00,A,A,2008/07/09 00:00:00+00,,NA,0,0,Approved,,N,,,,JVUTUROBRADY,2023/12/22 14:09:32+00,,NO,AS,2008/08/19 00:00:00+00,,,4513559.02135055,9858.04588343761
200,0.46522542,27,0491001,0491001000270,491001000270,Rezoning,R-08-09,1518 Bankbury Way Rezone,NW corner of Pamlico Blvd and Centerville Tpk,Zoning reclassification of 0.57 ac from R-15s to B-2,R-15s,B-2,0,,,,,2008/06/12 00:00:00+00,W,0,0,Withdrawn,,N,,,,JVUTUROBRADY,2023/12/22 14:09:32+00,,NO,,2008/06/12 00:00:00+00,,,20265.2192043503,563.48144856481
201,0.96710791,48,0260000,0260000000480,260000000480,Rezoning,R-08-12,Guynn Hauling,1209 McCloud Road,Zoning reclassification of 0.91 ac from B-2 to M-1,B-2,M-1,0,2008/08/19 00:00:00+00,A,A,2008/07/09 00:00:00+00,,NA,0,0,Approved,,N,,,,JVUTUROBRADY,2023/12/22 14:09:32+00,,NO,A,2008/08/19 00:00:00+00,,,42127.2206962825,1015.02403899159
202,0.28520184,148,1240000,1240000001480,1240000001480,Use Permit,UP-08-15,X press Towing,801 Wilson Road,Permit to allow a towing service with outside storage,M-1,M-1,0,2008/08/19 00:00:00+00,A,A,2008/07/09 00:00:00+00,,NA,0,0,Approved,,N,,,,JVUTUROBRADY,2023/12/22 14:09:32+00,,NO,AS,2008/08/19 00:00:00+00,,,12423.3920474787,547.982745818524
203,5.26275414,26F,0590000,0590000000266,590000000266,Subdivision,S-08-38,Huddleston Farm,1332 Waters Road,Plan for subdivision of 11 single family lots on 5 ac,A-1,R-15s,11,,NA,,,,,0,0,Denied,,N,,,,JVUTUROBRADY,2023/12/22 14:09:32+00,,YES,,,,,229245.570246979,2001.24994603243
204,44.4413342,,0260000,0260000000010,260000000010,Rezoning,R(C)-08-10,Atlantic Vista Development LLC,743ft Westward from Steel Street,Zoning reclassification of a 27.63 ac portion of a parcel from M-2 to R-8,M-2,R-8,0,2008/12/16 00:00:00+00,A,A,2008/08/27 00:00:00+00,,NA,0,0,Approved,,N,,,,JVUTUROBRADY,2023/12/22 14:09:32+00,,NO,AP,2008/12/16 00:00:00+00,,,2229067.96930243,10097.0954997251
206,3.37481164,,,0100000000800,100000000800,Subdivision,S-04-40,Tyre Neck Square,NE corner of Tyre Neck Rd and Sir Francis Drake Dr,Plan for 19 lots on 8.546 acres,R-10s,R-10s,0,,NA,NA,,2004/05/10 00:00:00+00,A,0,0,Approved,04/01/2004,Y,,,,JVUTUROBRADY,2022/06/29 15:31:45+00,,YES,,2004/05/10 00:00:00+00,,,400808.858151872,4556.66627023062
207,0.8183507,,,0601004000003,601004000003,Use Permit,UP-04-62,WilcoHess 771,600 Battlefield Blvd S,Permit to construct and oper motor vehicle facility,B-1,B-1,0,2005/03/15 00:00:00+00,A,A,2005/02/09 00:00:00+00,,NA,0,0,Approved,01/01/2005,N,,,,JVUTUROBRADY,2023/12/22 14:09:32+00,,NO,,2005/03/15 00:00:00+00,,,35647.3566149619,745.260271806407
209,0.25658311,,0474003,0474003000040,474003000040,Subdivision,S-03-31,Water Mill Cove,North West side of Alexander Lane,Plan for 32 lots on a 10.4ac parcel,R-10s,R-10s,0,,NA,NA,,2003/05/29 00:00:00+00,D,0,0,Denied,,N,,,,JVUTUROBRADY,2023/12/22 14:09:33+00,,YES,,2003/05/29 00:00:00+00,,,95793.2750563637,1924.31065716344
213,1.2215405,,,1080000000411,1080000000410,Use Permit,UP-02-32,Muscarella Auto Serv and Repr,3544 Battlefield Blvd S,Permit to operate an automobile service and repair facility, B-2,B-2,0,,NA,W,2002/09/11 00:00:00+00,,NA,0,0,Withdrawn,07/01/2002,N,,,,JVUTUROBRADY,2023/12/22 14:09:33+00,,NO,,2002/09/11 00:00:00+00,,,53210.3040467746,982.199521421979
215,11.26377472,,,0350000000014,350000000014,Subdivision,S-05-188,Pope Property,1821 Shipyard Lane,Plan for 4 residential lots on 10.701 acres zoned R-15s,R-15s,R-15s,4,,NA,NA,,2006/04/18 00:00:00+00,A,0,0,Approved,04/01/2006,Y,,,,JVUTUROBRADY,2022/06/29 15:31:45+00,,YES,,2006/04/18 00:00:00+00,,,490650.027023946,5443.56105103732
217,4.55048189,,,0360000000871,360000000871,Subdivision,S-03-32,Fernbridge,525 Fernwood Farms Rd,Plan for 8 residential lots,R-15s,R-15s,8,,NA,NA,,2003/05/29 00:00:00+00,D,0,0,Denied,04/01/2003,N,,,,JVUTUROBRADY,2023/12/22 14:09:33+00,,YES,,2003/05/29 00:00:00+00,,,198218.991275544,2058.65573721091
218,132.46677654,,,1100000000140,1100000000140,Rezoning,R-03-29,TIS Soccer Complex,S of Sanderson Rd and N of Indian Creek Rd,Zoning reclassification of 61.607 acres,A-1,C-3,0,2003/10/28 00:00:00+00,D,A,2003/10/08 00:00:00+00,,NA,0,0,Denied,10/01/2003,N,,,,JVUTUROBRADY,2023/12/22 14:09:33+00,,NO,,2003/10/28 00:00:00+00,,,5901253.79156655,16956.6886346461
219,0.32186265,,,0330000001760,330000001760,Rezoning,R(C)-07-19,Yadkin Station,3343 3345 3353 Galberry Rd,Zoning reclassification of 10.369 ac for 57 age restricted condo units,R-15s,O & I,0,2008/06/17 00:00:00+00,W,D,2007/10/10 00:00:00+00,,NA,0,0,Withdrawn,,N,,,,JVUTUROBRADY,2023/12/22 14:09:33+00,,NO,D,2008/06/17 00:00:00+00,,,398766.891576956,3123.91275431452
220,51.73794645,,,0960000000561,960000000561,Rezoning,R(C)-02-24,Saint Brides Meadows,W of Saint Brides Rd S of Pleasant Ridge Rd,Zoning reclassification for 51.99 acres,A-1,RE-1,0,2002/10/15 00:00:00+00,D,D,2002/09/11 00:00:00+00,,NA,0,0,Denied,07/01/2002,N,,,,JVUTUROBRADY,2023/12/22 14:09:33+00,,NO,,2002/10/15 00:00:00+00,,,2253704.9472162,7451.88843466696
221,0.35374386,,,0054007000002,54007000002,Subdivision,S(V)-05-75,Oak Point,3509 Mimosa Court,Variance to allow new lot line perpendicular to right of way,R-10s,R-10s,0,,NA,A,2005/07/13 00:00:00+00,,NA,0,0,Approved,07/01/2005,N,,,,JVUTUROBRADY,2023/12/22 14:09:33+00,,NO,,2005/07/13 00:00:00+00,,,42313.0767679828,862.702242846684
222,653.78474816,,,0700000000030,700000000030,Rezoning,R-05-16,Landing West,W side of West Rd across Cpk Airport,Zoning reclassification of 655.834 ac parcel,A-1,M-1,0,,NA,W,2005/08/30 00:00:00+00,,NA,0,0,Withdrawn,07/01/2005,N,,,,JVUTUROBRADY,2023/12/22 14:09:33+00,,NO,,2005/08/30 00:00:00+00,,,28478863.6300779,22164.1148896131
224,6.59482311,,,0460000000440,460000000440,Rezoning,R(C)-03-11,Dominion Commons,SE corner of Inters of US Rt 17 and Shillelagh Rd,Zoning reclassification for 75.1 acres from R-15s and A-1 to B-2,R-15s & A-1,B-2,0,2003/12/16 00:00:00+00,A,A,2003/11/18 00:00:00+00,,NA,0,0,Approved,10/01/2003,N,,,,JVUTUROBRADY,2023/12/22 14:09:33+00,,NO,,2003/12/16 00:00:00+00,,,3377432.30527786,13882.2953632607
225,2.79156212,119,0370000,0370000001190,370000001190,Rezoning,R-08-24,G B Congr of Jehovahs Witness,681 Oak Grove Road,Zoning reclassification from R-15s to AC,R-15s,AC,0,2009/03/17 00:00:00+00,A,A,2009/02/11 00:00:00+00,,NA,0,0,Approved,,N,,,,JVUTUROBRADY,2023/12/22 14:09:33+00,,NO,A,2009/03/17 00:00:00+00,,,121600.446163602,2087.31465728045
228,83.20861699,,,1080000000291,1080000000290,Subdivision,S-06-79,Indian Creek Farms,,File not found,,,0,,NA,NA,,,NA,0,0,Withdrawn,,Y,,,,JVUTUROBRADY,2021/03/31 18:52:17+00,,NO,,,,,3624567.35595698,13710.1189053794
233,0.32835303,,,0618002002180,618002002180,Special Exception,SE-02-01,Clayton Fence Exception,1317 Parcels Way,Request to allow 6ft fence,R-15s,R-15s,0,,NA,A,2002/02/13 00:00:00+00,,NA,0,0,Approved,01/01/2002,N,,,,JVUTUROBRADY,2023/12/22 14:09:33+00,,NO,,2002/02/13 00:00:00+00,,,14303.0578254365,507.301218310086
234,3.01271017,,0820000,0820000000412,820000000412,Use Permit,UP-08-10,Mobile Home at 2360 West Rd,2360 West Rd,Permit to locate mobile home of existing with single residence,A-1,A-1,0,2008/05/20 00:00:00+00,A,A,2008/05/14 00:00:00+00,,NA,0,0,Approved,,N,,,,JVUTUROBRADY,2023/12/22 14:09:34+00,,NO,AS,2008/05/20 00:00:00+00,,,131233.655013945,1685.67598907839
235,57.5638188,,0330000,0330000001790,330000001790,Use Permit,UP-08-08,Yadkin Substation Monopole,Yadkin Rd,Permit to allow a 125 ft monopole comm tower,M-1,M-1,0,2008/06/17 00:00:00+00,A,A,2008/05/14 00:00:00+00,,NA,0,0,Approved,,N,,,,JVUTUROBRADY,2023/12/22 14:09:34+00,,NO,AS,2008/06/17 00:00:00+00,,,2507479.94698608,6897.17989066606
237,0.31885492,,,1270000002440,1270000002440,PUD,R(PUD)-06-02,The Gateway at SoNo,Bainbridge Blvd at Poindexter St,Zoning reclassification of 6.02 ac from B-2 and R-SFA to PUD-U,B-2 R-SFA,PUD-U,0,2007/02/20 00:00:00+00,A,A,2007/01/10 00:00:00+00,,NA,0,0,Approved,,N,,,,JVUTUROBRADY,2023/12/22 14:09:34+00,,NO,D,2007/02/20 00:00:00+00,,,264199.870941314,2298.4436516952
239,1.50451238,,,0602008000002,602008000002,Use Permit,UP-02-27,Lavm Assisted Living Facility,912 Battlefield Blvd South,A conditional use permit to expand an assisted living facility,O & I,O & I,0,2002/08/20 00:00:00+00,A,A,2002/07/10 00:00:00+00,,NA,YES,21,Approved,07/01/2002,N,,,,JVUTUROBRADY,2023/12/22 14:09:34+00,,NO,,2002/08/20 00:00:00+00,,,65536.5593999889,1143.35222463187
240,3.68565325,,,0380000000520,380000000520,Subdivision,S-04-150,Arlington Meadows,NE corner of Intersec of Elbow Rd and Butts Sta Rd,Rev Plan for 70 single family lots on 32 acres ,R-15s,R-15s,0,,NA,NA,,2006/01/20 00:00:00+00,A,0,0,Approved,01/01/2006,Y,,,,JVUTUROBRADY,2022/06/29 15:31:45+00,,YES,,2006/01/20 00:00:00+00,,,1359421.72468975,5131.40955687016
243,133.56701554,,,0730000001700,730000001700,Subdivision,S-04-167,Edinburgh PUD Sec CC 2,Intersec of HIllcrest Pkwy and Edinburgh Pkwy,Plan for 177 lots on a 145 ac site,PUD,PUD,177,,NA,NA,,2005/04/20 00:00:00+00,A,0,0,Approved,04/01/2005,Y,,,,JVUTUROBRADY,2022/06/29 15:31:45+00,,YES,,2005/04/20 00:00:00+00,,,19983809.7931069,30651.392129427
245,0.33721384,,,1590000000230,1590000000230,Use Permit,UP-05-34,Sawyer Funeral Chapel,1105 Portlock Rd,Permit to operate a chapel for funeral viewing,B-1,B-1,0,,NA,W,2005/10/24 00:00:00+00,,NA,0,0,Withdrawn,,N,,,,JVUTUROBRADY,2023/12/22 14:09:34+00,,NO,,2005/10/24 00:00:00+00,,,14689.0348371771,658.743581792081
246,0.90464453,,,0165001000003,165001000003,Use Permit,UP-05-31,Airline Blvd Gas Station,SE corner of Airline Blvd and Ahoy Dr,Permit to construct and operate a motor vehicle,B-1,B-1,0,2006/02/21 00:00:00+00,D,A,2005/12/14 00:00:00+00,,NA,0,0,Denied,10/01/2005,N,,,,JVUTUROBRADY,2023/12/22 14:09:34+00,,NO,,2006/02/21 00:00:00+00,,,39406.3155392981,785.950915189168
249,0.62059691,,,0370000000560,370000000560,Rezoning,R(C)-05-28,Griffey Rezoning,SE corner of Kempsville Rd and Butts Station Rd,Zoning reclassification of 1.43 acres from R-15s to B-1,R-15s,B-1,0,2006/05/16 00:00:00+00,A,A,2006/04/12 00:00:00+00,,NA,0,0,Approved,04/01/2006,N,,,,JVUTUROBRADY,2023/12/22 14:09:34+00,,NO,,2006/05/16 00:00:00+00,,,61703.9330614409,1325.91012894424
253,22.85348612,,,0570000000340,570000000340,Use Permit,UP-03-42,Lighthouse Community Church,1302 Dominion Blvd S,Permit to operate a church facility,A-1,A-1,0,2004/07/29 00:00:00+00,W,NA,,,NA,0,0,Withdrawn,07/01/2003,N,,,,JVUTUROBRADY,2023/12/22 14:09:34+00,,NO,,2004/07/29 00:00:00+00,,,995497.855577513,4939.71435847906
256,36.07696401,,,1090000000390,1090000000390,Use Permit,UP-03-25,Sports Facility,3222 Cedarville Rd and 4140 Indian Creek Rd,Plan to construct and operate Soccer Complex,A-1,A-1,0,,NA,NA,,2003/06/06 00:00:00+00,W,0,0,Withdrawn,07/01/2003,N,,,,JVUTUROBRADY,2023/12/22 14:09:34+00,,NO,,2003/06/06 00:00:00+00,,,1571512.55206998,5530.24318395661
259,8.66055697,,,0330000001980,330000001980,Subdivision,S-02-80,Kings Gate,3144 Galberry Road,Subdivision plan for 25 residential lot on11.03 acres,R-10s,R-10s,25,,NA,A,2002/09/25 00:00:00+00,,NA,0,0,Approved,07/01/2002,Y,,,,JVUTUROBRADY,2022/06/29 15:31:45+00,,YES,,2002/09/25 00:00:00+00,,,481855.037856204,3551.22440737355
261,82.53834261,,,0990000000020,990000000020,Subdivision,S-06-54,High Pointe,17 Sanderson Road,Plan for a cluster subdivision of 5 lots zoned A-1,A-1,A-1,5,,NA,NA,,2006/09/27 00:00:00+00,A,0,0,Approved,,Y,,,,JVUTUROBRADY,2022/06/29 15:31:45+00,,YES,,2006/09/27 00:00:00+00,,,3595370.20412265,10969.6848747733
262,14.37214008,,,0270000000852,270000000852,Use Permit,UP-02-06,Motozone,1828 S Military Hwy,Permit to operate motorcycle dealership,M-1,M-1,0,2002/03/19 00:00:00+00,A,A,2002/03/13 00:00:00+00,,NA,0,0,Approved,01/01/2002,N,,,,JVUTUROBRADY,2023/12/22 14:09:34+00,,NO,,2002/03/19 00:00:00+00,,,626050.42204768,4872.33965394301
264,31.02167885,,,0630000000310,630000000310,Use Permit,UP-07-27,Bedford St Offices,S side of Bedford St W of Maxwell St,Permit to allow office space for general contractor on 6 ac,A-1,A-1,0,2008/01/15 00:00:00+00,D,D,2007/12/12 00:00:00+00,,NA,0,0,Denied,,N,,,,JVUTUROBRADY,2023/12/22 14:09:34+00,,NO,AS,2008/01/15 00:00:00+00,,,1351304.33056548,5729.2493824567
265,6.87300909,,,0612002000120,612002000120,Rezoning,R-07-22,620 School House Rd,620 School House Rd,Zoning reclassification of 6.57 ac from RE-1 to R-15s for 5 lots,RE-1,R-15s,5,,NA,W,2008/01/15 00:00:00+00,,,0,0,Withdrawn,,N,,,,JVUTUROBRADY,2023/12/22 14:09:34+00,,NO,,2008/01/15 00:00:00+00,,,299388.276012898,2610.99398435143
266,0.37843919,,,0090000000750,90000000750,Rezoning,R-03-15,2616 2620 Gum Rd Rezoning,2616 and 2620 Gum Road,Zoning reclassification of 3.7 acres,R-15s and A-1,R-12s,0,2003/08/19 00:00:00+00,D,D,2003/07/09 00:00:00+00,,NA,0,0,Denied,07/01/2003,N,,,,JVUTUROBRADY,2023/12/22 14:09:34+00,,NO,,2003/08/19 00:00:00+00,,,22963.0522262777,789.678569798922
267,5.64579814,,,0920000000093,920000000093,Use Permit,UP-06-35,AgNutrients Inc,E side of Rt 17 N of intersec w Glencoe St,Permit to allow a 215000 sq ft facility on 50 ac,M-1,M-1,0,,NA,NA,,2006/12/15 00:00:00+00,W,0,0,Withdrawn,,N,,,,JVUTUROBRADY,2023/12/22 14:09:35+00,,NO,,2006/12/15 00:00:00+00,,,30677880.079204,39831.5987621473
281,248.90645088,,0440000,0440000000101,440000000101,PUD,CPL(M)-08-01,Culpepper Landing,Terminus of Mill Creek Pkwy and Appaloosa Trl,Modification to the approved PUD plan for Elementary School,PUD,PUD,0,2008/07/15 00:00:00+00,A,A,2008/06/11 00:00:00+00,,NA,0,0,Approved,2/11/2008,N,,,,JVUTUROBRADY,2023/12/22 14:09:35+00,,NO,AS,2008/07/15 00:00:00+00,,,21265939.2263065,19759.5629432134
282,9.48742379,,,0590000001410,590000001410,Use Permit,UP-04-11,Bells Hollow Condos,636 Washington Drive,Permit for 20 single family condos on a 9.5 ac parcel,A-1 & R-15s,A-1 & R-15s,20,,NA,W,2004/06/09 00:00:00+00,,NA,YES,20,Withdrawn,04/01/2004,N,,,,JVUTUROBRADY,2023/12/22 14:09:35+00,,YES,,2004/06/09 00:00:00+00,,,413272.180419033,2896.94339174566
285,131.13286721,,,0260000000090,260000000090,Use Permit,UP-03-15R,Dominion Energy Chesapeake,2701 Vepco St,Use permit to allow on site storage and tranport of,M-2,M-2,0,2007/08/21 00:00:00+00,A,A,2007/07/11 00:00:00+00,,NA,0,0,Approved,04/01/2003,N,,,,JVUTUROBRADY,2023/12/22 14:09:35+00,,NO,AS,2007/08/21 00:00:00+00,,,9203809.0233285,24484.7930755289
287,10.77152361,,,0370000000903,370000000903,Use Permit,UP-04-08,Grove at the Arboretum Condos,N side of Green Tree Rd W of Kempsville Rd,Permit to allow group housing for the elderly on a 10.77 ac parcel,M-1 B-4 & R-15s,M-1 B-4 & R-15s,0,2004/05/18 00:00:00+00,A,A,2004/04/14 00:00:00+00,,NA,YES,112,Approved,04/01/2004,N,,,,JVUTUROBRADY,2023/12/22 14:09:35+00,,NO,,2004/05/18 00:00:00+00,,,469207.568236723,3169.81203633421
291,9.38708331,,1590000,1590000000510,1590000000510,Site Plan,SP-07-13,Falcon Pointe,Terminus of Falcon Ave e of Bainbridge Blvd,Plan for 75 multifamily condo units on 10.9ac (Site Plan not accepted),R-MF-1,R-MF-1,75,,NA,NA,,2008/04/30 00:00:00+00,A,0,0,Approved,,Y,,,,JVUTUROBRADY,2022/06/29 15:31:45+00,,YES,,2008/04/30 00:00:00+00,,,408901.349085354,3537.56237309921
